Date,BTC,BTC Available,BTC Collateral,BTC USD,ETH,ETH Available,ETH Collateral,ETH USD
8/13/2017,42017.61,6675.79,6682.01,145276.41,123556.28,134306.58,137472.32,132883.43
4/19/2018,16005.31,11618.14,5182.92,146216.32,198752.27,146442.27,185697.01,196122.4
7/23/2017,38693.66,591.25,5640.32,88612.73,97701.87,115112.17,108576.78,194052.54
5/17/2017,35171.33,7354.23,2441.25,128039.46,188254.51,171496.71,113598.31,192932.58
6/15/2017,34296.71,5502.67,3606.54,121835.6,96202.1,122862.58,137774.73,183444.58
7/22/2016,20116.63,6052.77,4775.95,109861.64,87911.11,168208.47,124711.58,188056.97
3/16/2018,40435.3,5456.58,5673.06,97561.47,191814.86,,,122681.19
11/12/2017,45883.37,1575.67,4267.59,149619.14,117510.52,183986.02,166211.12,189808.48
1/20/2018,48127.28,4798.91,5725.34,197951.37,123979.98,148305.77,175110.53,134810.31
8/13/2016,2203.42,10822.74,2418.22,118252.28,119577.37,112945.36,88944.2,173454.49
4/27/2018,18616.55,8275.59,1971.39,148588.92,158543.26,113960.59,95439.47,187831.06
11/25/2016,14705.74,4998.14,1354.21,169515.07,121307.98,131743.45,156527.79,194570.79
2/5/2018,39978.9,5475.26,4417.28,106937.05,92859.5,141320.76,199517.57,84685.14
6/27/2016,42740.2,11766.0,1115.79,120205.69,141778.47,172131.18,110517.14,133544.75
7/27/2016,28196.48,4645.45,3407.87,172949.32,166849.0,147592.83,85640.0,138614.79
9/30/2016,42434.71,2527.07,9889.58,133758.5,144238.08,178767.77,95626.87,101125.46
4/21/2017,5316.28,3301.98,7086.49,126163.97,106536.03,141452.44,92359.08,136622.77
8/24/2017,4698.22,9769.51,3320.95,171229.16,111722.44,154496.76,130558.84,134638.99
12/10/2016,25926.42,6347.11,1857.97,141466.7,133120.49,,,182962.69
3/28/2018,33551.56,5585.03,8230.15,128801.77,192525.39,181641.66,183615.91,184332.58
10/1/2016,32557.03,9241.65,5248.37,161084.41,168344.13,80246.29,121333.1,87311.83
9/13/2017,39212.95,2170.96,5016.19,145851.02,99755.45,,,174915.19
8/3/2016,9917.79,4120.88,9774.62,105214.15,142509.28,176576.17,103687.81,198828.17
7/23/2017,40250.63,5789.04,8933.84,108767.93,131192.48,,,193805.12
5/25/2016,6994.7,8167.22,7271.1,128511.32,187009.88,109047.84,110877.91,113440.26
7/9/2016,34743.08,11502.56,7190.24,183083.29,175208.0,93012.8,156865.98,136686.89
1/17/2018,22592.08,11832.45,2834.88,93239.4,133468.64,182982.0,123390.65,128783.17
12/13/2017,46815.96,6812.75,6216.44,197894.43,96593.22,,,189714.14
1/14/2017,29766.93,7291.12,9349.4,179474.69,89093.17,186196.0,122776.1,143138.4
9/19/2016,40864.13,827.22,2857.34,91078.93,92980.96,,,103585.75
5/20/2018,4622.73,11948.31,2190.55,86025.94,185916.5,153739.6,112854.36,116284.65
12/1/2017,41689.26,11508.13,1360.98,85613.85,125140.71,,,117105.82
2/21/2018,4820.44,4240.07,9444.6,130536.21,136755.64,99698.93,121232.56,127603.31
5/24/2016,39063.38,,,195473.25,182319.21,110249.94,97803.67,187669.21
2/19/2017,2814.23,9157.59,2327.81,91137.49,196560.75,,,138390.42
4/20/2018,27046.39,6080.15,3655.96,107533.52,148791.15,111703.64,104619.16,125207.48
2/16/2017,4258.43,6690.94,1252.41,121317.87,130045.71,124316.58,92733.79,186030.49
11/17/2016,13226.5,8958.37,6466.3,153186.22,84836.61,92034.19,158842.42,147952.91
7/19/2017,47193.12,2584.46,1113.64,140848.73,132114.82,174299.14,185371.07,161102.62
2/7/2017,27569.64,7632.22,1922.99,100039.1,157905.34,157940.95,122744.29,100687.21
12/24/2017,25969.7,5981.72,8266.81,93137.73,177851.58,130145.13,128755.9,182260.85
12/14/2016,12210.24,9876.05,8776.47,150543.37,133331.98,173116.89,100069.97,114738.34
6/26/2017,46335.49,1444.68,6702.69,117263.09,119058.99,189728.84,84640.6,101969.44
8/8/2017,32317.24,5908.47,3823.33,81228.08,114800.83,92570.93,134384.59,184880.35
12/8/2017,8178.3,3836.47,2513.36,82107.39,161138.39,95789.47,148355.05,124923.58
3/14/2018,25290.69,3656.31,8633.35,153174.29,81377.18,147658.06,144217.64,118190.98
10/25/2016,39798.87,9177.36,2639.8,131220.65,84568.66,112583.32,81273.32,106539.97
5/2/2018,30088.37,6743.21,3157.87,128276.1,197604.21,181231.32,124523.21,171805.97
1/11/2017,46364.55,5304.86,1159.73,102146.06,101044.71,117326.18,89269.44,115100.58
6/22/2017,7723.26,3972.58,4003.6,120890.15,181688.85,,,114064.0
6/28/2017,31100.86,9254.18,2171.59,159273.16,199523.2,93628.67,135745.12,135490.2
1/21/2018,31313.72,7820.64,6814.53,138622.98,150495.34,,,101857.35
6/20/2016,38336.21,6132.83,9450.82,122284.34,122823.44,172546.34,190462.58,160515.54
7/29/2017,48578.27,,,131866.6,162581.7,158981.11,182689.33,134417.27
4/19/2018,24604.91,3731.34,8869.22,83156.4,149374.07,121464.84,89524.59,121188.45
6/24/2017,36086.6,11379.79,9374.93,199636.62,172776.96,139682.05,196273.03,167549.22
6/21/2017,4931.68,11749.7,9571.38,85728.6,154942.79,91910.24,101232.88,95299.91
12/9/2016,31565.78,4414.47,8757.8,157197.56,96552.73,196536.12,182533.39,147992.71
1/10/2018,32129.61,10540.56,5742.54,94661.83,114922.88,104845.22,157980.65,129536.27
10/29/2016,18760.78,5906.03,8851.33,126465.42,176461.83,97694.83,152672.5,118121.75
8/8/2016,41855.98,,,173280.95,144174.41,139988.56,192229.9,181962.28
11/28/2017,33552.16,7056.8,9405.43,109529.87,132348.14,175392.43,116993.79,104803.75
8/26/2016,8946.89,6210.75,7759.99,125290.4,176612.66,181524.79,148573.29,134494.43
4/11/2017,18149.87,6052.8,8549.81,150343.12,181049.5,188398.23,159037.84,181414.11
6/1/2017,21969.92,7920.93,2380.4,102192.63,153808.73,191918.66,180940.3,119687.22
8/30/2017,33404.25,2964.6,9180.11,146467.23,162710.67,104810.18,88001.68,194127.41
7/19/2017,8234.04,3304.95,8284.8,195390.71,174237.07,156355.63,88047.12,121484.5
6/6/2016,11725.43,8361.04,5638.66,143786.34,162537.45,155996.92,187851.74,108713.76
10/21/2016,29199.4,1334.52,7880.53,104477.66,176659.26,98033.05,94354.64,113032.94
3/21/2017,12050.06,1987.08,4887.78,91980.32,186218.54,88573.1,124891.42,172651.99
1/4/2017,24013.05,529.51,2847.95,150807.76,102638.79,173517.49,170839.34,123638.32
6/30/2016,21119.96,1130.85,4095.27,145083.77,123580.63,,,103037.86
2/26/2018,32292.21,1298.56,3125.98,198268.02,163260.82,153992.63,189501.2,146278.74
12/7/2016,1570.6,10033.52,6501.87,102694.31,125612.74,169666.91,118964.99,124206.89
12/24/2017,14142.62,508.6,3612.12,120789.43,84284.57,86150.96,117723.62,114473.51
3/30/2018,36217.5,1143.12,4422.88,124692.49,94664.91,,,105544.78
1/25/2017,24832.17,2820.66,4071.05,138451.89,151239.04,197613.32,194195.64,172666.18
12/11/2017,20024.75,4195.09,8969.49,194782.96,193956.21,130483.02,161721.92,105246.02
11/29/2016,26230.2,8600.62,2581.49,100459.38,192380.2,184308.5,169455.1,86077.48
6/29/2017,12102.84,11642.86,2517.59,130521.68,146489.56,85988.87,95901.52,150155.98
12/22/2017,6696.07,4801.7,5360.39,147445.09,133533.32,112340.23,113095.94,162218.24
1/24/2018,32065.26,3431.61,9718.98,191003.82,169462.02,191842.73,188876.62,180918.72
8/3/2016,15007.56,7605.46,3538.28,88709.11,107207.4,154500.35,86889.07,119146.31
12/12/2017,10058.56,10652.2,9319.13,89430.78,142612.83,84086.57,170606.51,187557.09
11/3/2016,24643.19,8110.94,1174.31,143217.91,119685.06,113398.51,120873.99,120767.86
6/27/2017,20217.79,8718.37,3137.7,101074.53,148363.32,155017.11,125111.62,88353.68
9/2/2017,1798.56,6506.21,9977.41,100675.34,90906.6,165128.38,154511.53,111696.83
3/1/2018,48113.12,1148.04,2101.2,168664.46,174340.04,179654.0,117779.52,163133.71
9/23/2017,39501.71,3285.17,5101.96,109557.8,168139.75,136626.9,139874.52,133964.98
9/5/2016,47810.84,5692.44,4820.56,135060.38,126771.69,122278.57,152756.0,91447.32
9/13/2017,12892.58,9339.44,8351.05,127773.54,117009.35,156405.39,141765.56,183932.19
10/26/2017,8883.6,1161.98,1493.25,102660.85,102709.23,110178.98,125782.94,145441.94
8/3/2016,14665.45,600.79,7398.55,188846.04,175603.09,84511.75,160800.55,142459.66
7/23/2017,44730.3,10033.78,1993.74,127053.1,167584.47,192484.48,192298.64,90372.54
5/7/2017,16929.45,826.1,9296.24,173334.28,158703.83,98299.23,183741.59,145852.56
5/22/2017,14013.0,3779.09,3187.56,180094.08,176047.95,126602.09,90375.85,88277.79
4/17/2017,4693.0,5429.98,1271.23,112595.46,147423.45,82118.9,120709.54,83416.66
3/19/2018,45843.33,3467.69,2889.0,93248.08,165763.01,169597.75,84384.26,171529.47
6/15/2017,44188.82,1552.39,2453.44,84920.21,89907.1,153276.38,124416.99,81426.16
12/6/2016,15139.25,4479.13,4428.13,133795.92,118026.56,83742.88,119146.56,188700.86
4/3/2017,6646.21,8220.89,1670.77,161463.96,81651.18,197621.51,174599.86,191462.06
2/17/2018,39782.47,7402.97,6748.44,187928.79,88524.16,196428.74,142883.06,182325.24
7/31/2017,40015.78,9064.91,7930.93,105525.71,93997.24,111500.15,144804.56,146061.2
5/16/2017,31276.42,4058.06,4835.2,168347.1,106960.02,154753.85,118686.45,161830.74
2/1/2018,40533.76,6561.22,8151.04,143014.79,125425.23,90265.79,134197.73,85587.61
11/28/2016,44363.59,11905.44,9311.58,123326.37,171035.88,139447.48,135803.08,113346.0
5/20/2018,46587.04,,,174670.25,153210.43,82517.63,104459.77,140035.78
10/28/2016,46359.59,4218.78,8818.69,97056.5,197351.3,118166.08,177455.41,179112.07
4/24/2018,28280.76,7837.46,5768.69,170347.52,142392.1,162362.59,177189.51,88176.33
7/26/2016,23105.26,1918.71,5202.08,174171.74,193780.27,129400.76,106968.64,136931.66
1/13/2017,39666.8,6504.96,7397.65,120371.15,121118.49,,,122014.09
4/29/2018,44803.01,9725.75,6658.52,121187.07,151012.33,179981.84,119377.87,80349.29
6/20/2016,27115.66,1432.53,6887.4,177741.0,134801.41,,,108762.02
1/20/2017,27618.09,5093.97,9686.06,136661.6,186873.66,142456.44,126230.48,196548.4
11/30/2016,8410.12,1300.58,7814.23,168684.25,105665.94,189450.4,129763.18,148134.01
1/15/2017,24457.47,4440.78,5154.84,145630.5,191026.55,117870.84,190038.84,165702.18
2/9/2017,45898.69,9385.6,1634.63,139436.17,144873.34,192206.46,163700.96,198814.0
1/11/2018,35784.17,5368.06,3134.02,196961.74,140161.6,127346.83,120715.31,111030.61
7/5/2017,29184.17,5119.64,8107.87,198767.62,85924.79,196167.74,167755.23,169561.93
4/5/2017,3026.27,,,167109.25,98442.56,93190.79,178713.34,120899.73
5/11/2018,49524.45,4735.93,7784.76,187662.98,87093.51,105747.25,83993.11,118660.09
2/6/2018,27049.36,756.13,9751.7,163804.65,107591.0,,,150107.83
9/18/2016,18721.36,6043.99,6146.35,93241.14,135942.57,105478.96,128439.09,128657.97
3/12/2018,45764.29,8728.92,3465.52,119293.17,94784.9,93876.76,101778.71,117413.27
7/29/2017,41309.93,5311.83,3758.37,106129.71,199222.41,187698.17,162158.27,191290.82
12/21/2016,23249.35,,,126271.47,155994.64,128290.01,153786.06,134701.3
10/28/2017,4330.01,5482.49,8510.54,80745.34,144241.0,185715.66,125135.83,147817.64
9/29/2017,48949.96,11096.65,9316.69,109594.67,160516.15,150818.02,128373.57,136802.51
8/31/2017,32346.12,7512.17,2388.77,133946.97,145850.0,121063.59,163284.09,108720.06
9/16/2016,27735.42,6737.24,5331.03,129640.07,122103.17,112311.43,168132.02,146449.4
1/22/2017,30649.65,4031.02,4891.1,197798.68,90186.2,130374.13,135211.34,94719.14
9/17/2016,28349.65,10523.12,3169.84,165915.07,138865.09,147183.08,126042.33,109712.67
5/3/2018,7458.7,1519.53,7652.78,88510.82,143486.18,171518.09,128929.8,167796.0
2/25/2017,22096.69,11608.91,6609.49,89139.77,131767.59,100707.96,120167.79,167602.68
7/4/2017,19779.36,5625.98,8452.49,185208.42,177633.14,171852.07,170522.91,111189.76
3/8/2018,1770.28,1509.49,5567.77,81814.8,198230.05,147156.64,103983.64,121149.98
8/29/2017,36864.33,2898.6,5055.97,119461.46,184121.0,96711.15,80679.62,140683.6
9/19/2016,4544.53,4715.22,7466.63,110398.72,135005.61,135812.69,94017.1,88692.08
9/25/2016,28219.45,6482.45,5457.17,158210.58,112033.07,159018.09,191567.21,98685.25
3/19/2017,46840.22,4771.79,2781.55,154546.52,185224.6,118652.23,142251.9,189031.88
5/27/2017,39304.69,5880.38,8944.94,123195.22,107330.1,114025.32,185441.63,83401.25
1/27/2017,37640.49,2387.72,2069.2,99910.15,91730.63,162477.48,111221.99,119305.82
1/8/2018,12551.03,3903.02,4446.07,109509.16,105275.5,127288.36,117019.94,104169.29
12/27/2017,35673.26,7675.02,2241.55,141217.9,157779.0,89935.41,136790.18,178034.24
12/9/2016,24582.96,10160.61,1866.69,117530.5,130825.9,160389.05,82923.49,162038.26
10/19/2016,18058.81,8600.77,5621.63,159787.67,96632.81,101561.3,104554.77,85400.03
4/21/2017,4227.86,,,133353.54,146915.9,93748.16,166919.2,84015.44
8/4/2016,29064.35,6039.6,5153.24,184481.79,119149.18,175460.62,196995.77,108326.01
9/29/2017,31296.27,6658.73,1044.31,136973.44,134681.94,102181.16,190735.4,85146.45
2/14/2017,28569.0,5416.36,6386.71,81037.28,114411.59,121196.62,169934.66,145103.33
4/20/2017,44238.24,4024.25,5295.01,186038.72,92055.27,,,198363.15
1/10/2017,15805.91,11733.57,8897.03,87450.88,144866.1,158102.9,154821.99,149082.12
11/5/2016,20385.18,6157.28,9954.44,173668.69,145453.86,135878.59,181775.67,103718.51
2/2/2017,34765.44,10472.22,9674.42,110344.46,89650.58,140721.36,146368.29,154285.49
8/3/2016,27057.95,11296.05,2282.55,172563.0,140924.47,,,85464.32
12/29/2017,1084.29,4843.31,3584.28,176949.86,122322.73,86873.13,176010.93,164584.78
9/18/2016,8268.88,6822.8,7125.5,199406.15,154702.5,127467.73,93544.99,128055.49
8/15/2016,32330.62,9935.66,8709.9,129975.41,134407.82,120128.46,109013.02,135752.6
11/26/2016,32596.57,7326.25,3480.37,156300.68,84028.91,125019.41,141788.42,168704.13
7/9/2017,18611.08,7097.42,2171.32,99620.68,99355.4,161870.32,80452.68,135752.8
9/18/2016,15312.23,3349.88,8289.08,131512.44,97718.11,146595.7,165584.99,189041.85
1/31/2018,41844.44,10404.63,4826.39,95616.51,166886.4,98596.03,85224.55,184656.42
9/17/2017,35987.14,7942.6,3069.91,92695.89,111182.74,94884.28,119267.0,187084.43
10/28/2016,36979.56,741.65,1559.63,103175.95,112870.92,153034.93,197587.76,196823.71
8/26/2016,13469.77,10145.96,7344.05,186783.88,137668.08,83777.95,196068.11,132709.5
10/16/2017,25547.96,11749.01,1944.19,139896.9,197745.69,,,107394.1
8/18/2016,20035.34,3702.82,1741.72,130809.31,98957.38,89583.28,87262.6,130437.81
2/9/2017,20134.88,7623.28,9273.62,143201.08,115971.33,146792.86,82561.91,199966.92
9/7/2016,14586.86,3980.93,3149.79,157607.67,186422.64,164703.8,175977.22,95323.7
8/16/2017,25525.3,5982.44,4007.9,188326.79,149241.44,187410.94,158964.66,164738.3
2/3/2018,24839.04,2643.41,3099.39,184410.8,195843.15,187393.17,178575.22,87513.31
5/6/2018,8227.5,1762.03,4984.43,196364.09,184781.94,93288.37,188849.88,129547.05
10/17/2016,5877.07,9404.33,8382.02,154471.02,163812.1,198967.31,92826.33,183973.59
7/11/2017,17636.07,5111.99,3718.53,117703.83,178911.7,186518.11,173793.29,164677.14
12/3/2016,47743.68,6719.19,7393.84,184353.4,176072.71,197328.77,148211.48,198973.71
4/10/2017,20085.52,,,122282.47,163320.35,,,133684.52
1/31/2017,3200.7,10050.36,2803.4,149918.08,90988.61,96736.03,162209.25,180695.31
4/30/2017,25856.8,10653.8,8153.99,101414.38,188615.79,132609.0,143805.96,186138.07
6/7/2016,21395.13,1228.73,1180.41,152536.86,165171.31,,,139635.68
7/23/2017,23938.99,8018.78,4774.39,84315.02,106671.33,199605.77,101732.64,119155.87
8/20/2017,12186.81,11931.03,1041.58,123904.2,174386.92,150601.01,118616.32,85400.4
11/2/2017,5351.54,10889.34,4007.69,161221.69,86170.57,189587.87,81806.32,125112.38
5/6/2017,12194.63,11084.91,2363.88,148831.19,151916.29,101971.54,189298.89,136839.04
12/2/2016,38320.29,1725.57,3459.07,136176.7,165513.78,194789.11,137746.4,97427.64
5/21/2018,46728.98,2847.76,2018.75,136008.69,169570.82,163474.2,87705.01,140155.49
4/10/2017,41273.37,9887.85,3149.41,173412.55,178038.05,92939.01,184449.91,122444.38
12/28/2017,4667.53,5398.05,7070.5,102185.24,91104.61,185174.98,115314.05,124459.2
9/23/2017,11019.82,9628.08,3335.04,141969.35,196836.4,114551.27,144295.29,177312.23
4/10/2018,46992.31,4542.79,1062.57,180471.85,152942.13,84168.89,124357.68,167118.15
1/10/2017,12353.91,8141.05,5060.73,93930.47,162570.89,174564.43,111692.57,169637.32
2/2/2017,18283.86,9637.07,4117.49,138750.43,136344.68,,,122663.88
9/5/2017,43331.15,4779.22,1668.67,130575.19,122965.56,130133.9,176094.42,85678.61
11/25/2016,13953.38,5100.75,5464.64,100155.47,166225.81,185199.88,184281.33,129973.02
8/27/2016,44229.93,10261.79,9410.47,161472.41,140989.08,126923.55,91609.05,199949.85
7/19/2016,4576.98,3739.31,9678.66,193612.8,179841.32,141899.11,183775.64,126437.12
2/21/2017,39658.56,8255.96,3174.6,139177.64,186857.93,115937.72,180896.08,164887.55
5/24/2016,31049.82,788.15,5479.72,166959.45,139303.97,148184.47,172451.89,113284.67
10/14/2017,32258.17,11725.33,2054.04,173088.64,174128.75,177712.6,172030.25,169771.73
2/28/2017,10043.52,2056.12,5738.56,171033.88,105263.5,151786.18,164714.63,188896.69
10/14/2016,8499.66,9098.62,8550.61,123286.06,186654.59,120070.72,82501.13,198341.04
5/24/2017,25383.78,9473.61,7402.33,176185.81,157331.16,170105.78,189136.95,166577.96
8/31/2016,11335.17,11910.97,4253.57,80804.37,135634.64,149755.23,89994.35,97096.39
11/25/2017,48830.08,,,110458.6,149275.0,156045.0,173286.59,138587.63
7/8/2016,12721.27,1659.12,8062.49,111335.61,138418.07,118937.97,110855.85,87878.5
9/27/2016,11683.21,,,84439.96,179281.52,82226.4,185330.4,174806.12
8/8/2016,14661.46,6724.34,1963.19,166647.81,101678.19,128640.33,175201.78,157982.66
3/5/2018,7488.64,3413.32,8186.15,155326.32,198417.0,109257.12,166525.85,104788.09
5/4/2017,45472.05,5673.06,2439.49,181144.85,120977.33,150698.36,110305.76,146947.03
11/22/2017,32658.63,10914.96,2300.72,175185.28,177501.71,123537.29,112914.69,165095.56
3/6/2018,35792.12,9798.65,7703.46,126651.92,184529.57,157810.37,132208.52,124214.53
10/31/2017,35665.9,9419.05,1590.8,105714.8,122182.02,135528.48,142837.15,92626.14
1/5/2018,5072.01,8370.68,5555.76,127112.84,88399.88,161896.57,156596.15,151704.44
4/26/2018,4595.92,,,152874.76,93110.49,94216.8,104533.19,122820.11
2/14/2018,9753.95,4691.01,8826.51,161819.87,133818.88,116281.5,144081.44,183123.16
9/26/2017,4060.66,11148.14,2422.6,158342.43,110213.37,97180.16,115341.78,195765.83
8/4/2016,30826.13,9122.88,1962.2,108163.0,158348.39,196483.22,138006.17,136314.8
10/16/2017,24110.22,,,194141.51,179604.38,147600.08,129963.27,141441.67
8/19/2016,6492.04,4725.54,4024.24,152162.44,189999.7,159998.21,98833.58,197496.28
12/12/2017,13225.63,1504.03,9531.49,178552.75,197998.71,162023.18,163401.94,144802.0
11/16/2017,3696.66,6992.83,4894.63,111129.5,179430.75,88354.14,143020.39,187207.27
11/4/2017,37723.11,10199.52,8899.86,133490.75,126604.57,146733.42,89941.44,103619.03
2/21/2018,4592.74,8822.38,4859.97,158116.35,80232.72,152901.32,185109.93,183237.43
8/30/2016,22386.98,,,174177.16,175438.32,141365.0,193367.6,171701.76
5/8/2018,2176.97,,,193527.85,118575.73,170068.3,118215.68,121143.59
12/13/2017,7601.87,1166.21,1005.67,153423.32,98630.45,156674.0,151304.68,168378.61
8/24/2016,11743.42,2804.66,3431.26,199361.26,169046.13,126463.59,81825.58,83101.61
6/22/2016,5636.03,7489.04,4103.5,87340.64,88073.55,82568.61,155379.78,123344.5
11/16/2017,24905.66,8211.22,6559.88,102439.95,132154.71,104832.43,194630.91,197199.45
7/22/2016,18373.63,5352.15,9237.49,129058.32,157241.02,159008.16,142762.87,122499.06
8/31/2016,10228.79,11189.8,9719.09,158713.32,123478.1,179985.46,155882.79,87543.55
8/15/2016,2514.3,5767.22,6180.9,152403.09,145970.46,140458.92,185005.86,151862.8
8/10/2016,20531.08,5016.91,1363.56,172714.21,159223.38,134310.02,110509.96,102513.49
3/11/2018,20165.66,1229.82,4103.57,189908.9,134966.08,171746.06,97649.07,150209.59
10/28/2016,24324.35,6230.3,7922.41,194561.39,171334.65,147077.57,172050.93,135786.57
3/31/2018,26776.66,5524.44,4030.19,171965.17,120286.02,136724.21,96850.27,156381.04
4/12/2018,31692.21,2017.64,6233.55,155095.0,137174.45,106963.12,81393.66,118622.88
5/16/2018,37317.29,3920.91,6307.8,80107.24,85750.79,89695.68,91441.79,142138.3
3/24/2017,33123.29,789.85,2460.5,132686.66,198620.45,,,86478.1
1/26/2017,16886.79,7175.12,2208.99,101845.85,116425.71,140701.27,135057.13,114661.28
6/11/2017,34033.26,6087.28,4408.89,117537.06,159831.17,151925.83,119659.0,125067.75
6/15/2016,12469.69,7785.22,6351.03,92689.15,86361.77,,,121985.55
2/16/2018,24857.67,2621.41,3784.44,108757.21,109617.02,92987.75,174943.08,136487.47
4/17/2018,7512.47,9630.36,3752.82,150956.59,112996.06,147324.17,132363.82,146523.21
1/4/2017,13244.84,3282.71,6151.07,100842.44,159067.57,80767.46,148253.22,94693.78
12/9/2016,24994.7,10616.44,1820.44,198926.82,183606.15,166351.54,119068.03,116785.85
7/26/2017,9869.05,9279.6,6361.26,176184.22,111063.25,95065.96,170317.85,101684.0
3/21/2017,7730.34,6305.09,3564.55,106274.99,83757.25,96759.92,124769.93,139704.33
1/15/2017,15992.97,4079.82,8273.72,96687.11,196217.11,110374.7,174394.39,84250.57
5/25/2017,21039.39,9439.31,3453.11,141834.76,154777.19,136387.42,82674.26,134278.98
11/2/2017,12185.2,3756.83,6946.88,93397.54,128597.13,178999.71,142432.36,150875.34
6/11/2017,32775.96,11488.83,6355.03,160729.07,177069.59,188174.52,128876.25,87405.28
11/22/2016,42578.99,8819.32,1674.33,149920.95,181713.17,193519.48,104648.1,142466.88
12/31/2017,24726.74,1728.52,6939.51,155746.94,161908.88,189112.53,90336.16,172639.38
12/25/2017,29802.3,10579.35,1836.77,167767.85,123605.19,113631.06,131034.78,176116.89
8/31/2016,32511.01,1418.57,9648.0,179826.11,158481.61,155289.18,185167.13,128064.84
9/21/2017,39956.87,9720.89,1733.43,115889.94,133743.15,108262.47,130726.56,93286.28
10/27/2016,9089.77,4270.36,5704.31,192001.04,172205.95,93713.93,81572.13,93328.18
11/30/2016,3114.69,7281.25,5469.85,103980.92,140617.84,90707.49,89621.04,105995.97
10/23/2017,24621.44,6639.11,2775.1,116319.54,138493.04,124030.7,99151.18,85631.21
9/27/2016,11239.81,9166.88,5989.9,129584.74,112783.04,121339.88,86103.72,120466.8
10/22/2017,24744.15,1927.5,1565.37,149926.86,156287.63,158038.43,169630.67,170518.56
3/12/2018,46193.94,5975.27,2311.48,128411.63,184429.22,156174.2,187757.81,169501.38
1/5/2017,6600.2,10092.47,2817.21,98966.77,114431.3,173874.74,172766.82,120718.95
9/24/2017,32783.36,5289.96,7036.34,95419.43,117789.88,131256.85,198329.89,109404.31
6/1/2017,24118.71,5444.64,6899.21,96713.67,162229.28,110225.0,161894.5,153982.23
6/27/2017,46166.49,1764.64,6054.57,151456.28,108489.43,,,95779.76
3/4/2017,14363.3,9317.01,3050.9,80742.27,149333.44,192747.61,191934.47,178757.72
12/4/2016,26332.87,3944.53,8570.4,125162.02,163272.24,106546.48,157193.89,111671.37
6/2/2016,44551.22,8938.39,1619.43,147429.96,138557.78,177783.1,178096.13,95362.5
2/10/2017,18033.9,,,174085.1,124863.68,196456.53,93517.73,177086.53
10/24/2017,42788.14,8599.96,5880.02,145143.89,141977.34,147394.65,189320.06,164258.98
2/26/2018,36540.47,8458.55,2811.72,106664.34,142333.61,178150.36,122403.32,116249.98
10/21/2016,45207.95,10940.18,1523.77,82473.12,106684.16,111791.27,158556.05,93104.58
12/13/2017,26220.71,,,152771.28,93052.54,169276.19,85314.54,147705.94
1/5/2018,38343.39,1902.18,8026.37,132070.5,134044.93,142237.43,124300.08,134537.01
6/22/2016,27122.99,9559.56,2098.83,180184.53,139588.85,171667.08,94131.05,171288.88
6/27/2017,45001.38,7283.88,9103.56,114981.84,149412.03,147179.59,155158.53,152851.14
6/13/2017,44711.52,5727.07,9092.68,167010.57,123147.98,140334.83,160380.99,178427.46
8/8/2016,8296.72,898.57,1449.0,172249.13,158075.94,83113.12,168412.2,170284.78
7/15/2017,9744.92,1647.15,1820.49,154817.63,198145.84,108914.01,189279.39,136141.36
10/17/2016,14532.09,1322.13,1768.8,124605.25,154982.47,109317.44,82756.46,182059.32
9/13/2016,25700.3,9300.7,3146.67,116159.72,179969.83,185243.36,181130.96,173346.32
12/26/2016,39168.06,6838.66,3403.44,102025.66,186096.05,192142.75,179236.79,183703.53
3/14/2018,21470.02,8678.41,3326.07,172515.0,98934.0,,,135704.27
6/1/2017,37738.52,2698.67,4727.11,142294.32,154968.14,152188.37,152602.95,147088.81
3/18/2018,16978.85,7519.98,7574.15,159633.27,154447.11,125949.69,198402.69,151149.85
3/27/2017,45750.55,9167.48,1811.46,160022.0,139674.11,127741.96,171915.01,178437.49
1/27/2018,31142.34,8568.41,5538.08,150374.59,140910.95,87698.8,110879.41,183755.17
3/2/2017,32050.07,3833.22,5258.41,88273.32,104896.6,167219.15,98853.82,149665.52
4/14/2017,21134.26,10218.63,8948.45,144575.62,192047.07,,,108630.15
6/3/2017,43111.39,10957.44,2774.06,148176.26,139463.27,84842.18,173037.41,156146.27
10/18/2017,36814.9,729.6,7261.07,138523.19,100713.9,89451.88,106375.02,144790.2
10/16/2016,28375.73,6620.78,8097.99,138111.64,197183.59,143094.55,147392.36,102066.55
9/16/2017,43765.02,8664.95,7975.86,197238.93,134226.03,,,141327.93
1/26/2018,42581.0,3579.21,2943.05,162030.85,133708.54,143553.04,106229.0,178881.02
8/20/2017,42080.2,6573.02,9508.28,188865.28,99554.06,96146.49,92502.56,157023.01
10/22/2017,41055.84,6191.43,8068.7,92671.69,170378.56,,,144440.17
4/1/2018,49386.43,7609.62,7267.15,110528.11,150732.46,80183.86,120072.48,80537.57
3/17/2018,15917.21,706.64,3379.9,149325.0,100561.0,166920.59,160601.81,150366.91
2/6/2017,18573.47,8266.1,2355.14,192623.34,87615.02,191874.01,167828.79,175274.83
12/24/2017,28894.26,,,159887.0,130517.0,188655.26,141486.63,178905.64
7/16/2016,41422.07,4064.85,2931.28,107346.34,171050.51,134464.31,115569.42,117409.73
7/11/2016,21949.3,8780.5,1270.26,160728.29,120773.01,81720.39,113212.25,91399.9
8/1/2016,21191.31,10794.78,4454.99,135622.6,138106.67,135395.26,155890.5,167778.04
